frame_idx,complexity_score,residual_bits,actual_bits_used,target_bits,sideinfo_bits,gain_bits,tonal_bits,num_tonals,attack_ratio,transient_triggered,matrix_primary,matrix_modes,matrix_changed,weight_sum,weight_delta,gain_sum,gain_delta,gain_nonzero_bands,weight_vectors,gain_vectors
27,314.0,338.0,652.0,1536.0,1010.0,736.0,265.0,0.0,0.8164754730647756,0,3,3,0,76.0,2.0,28.0,0.0,4.0,20;23;19;14 | 20;23;19;14,7;7;7;7 | 7;7;7;7
28,253.0,323.0,576.0,1536.0,934.0,660.0,265.0,0.0,0.7631224530735257,0,3,3,0,76.0,0.0,28.0,0.0,4.0,20;23;19;14 | 20;23;19;14,7;7;7;7 | 7;7;7;7
29,257.0,306.0,563.0,1536.0,921.0,647.0,265.0,0.0,0.7631224530735257,0,3,3,0,75.0,1.0,28.0,0.0,4.0,22;22;18;13 | 22;22;18;13,7;7;7;7 | 7;7;7;7
30,200.0,226.0,426.0,1536.0,784.0,510.0,265.0,0.0,0.7399014797875805,0,3,3,0,67.0,8.0,28.0,0.0,4.0,21;20;16;10 | 21;20;16;10,7;7;7;7 | 7;7;7;7
31,253.0,240.0,493.0,1536.0,851.0,577.0,265.0,0.0,0.6223176159864239,0,3,3,0,73.0,6.0,28.0,0.0,4.0,23;22;17;11 | 23;22;17;11,7;7;7;7 | 7;7;7;7
32,259.0,259.0,518.0,1536.0,876.0,602.0,265.0,0.0,0.6604938169674729,0,3,3,0,69.0,4.0,28.0,0.0,4.0,22;20;16;11 | 22;20;16;11,7;7;7;7 | 7;7;7;7
33,175.0,185.0,360.0,1536.0,718.0,444.0,265.0,0.0,0.8969422346057461,0,3,3,0,51.0,18.0,28.0,0.0,4.0,20;15;11;5 | 20;15;11;5,7;7;7;7 | 7;7;7;7
34,176.0,131.0,307.0,1536.0,665.0,391.0,265.0,0.0,1.0,0,3,3,0,34.0,17.0,21.0,7.0,3.0,16;11;7;0 | 16;11;7;0,7;7;7;0 | 7;7;7;0
35,166.0,189.0,355.0,1536.0,713.0,439.0,265.0,0.0,1.0,0,3,3,0,54.0,20.0,28.0,7.0,4.0,19;17;12;6 | 19;17;12;6,7;7;7;7 | 7;7;7;7
36,278.0,294.0,572.0,1536.0,930.0,656.0,265.0,0.0,0.8194516506143195,0,3,3,0,72.0,18.0,28.0,0.0,4.0,22;21;17;12 | 22;21;17;12,7;7;7;7 | 7;7;7;7
37,225.0,264.0,489.0,1536.0,847.0,573.0,265.0,0.0,0.6975944716149857,0,3,3,0,78.0,6.0,28.0,0.0,4.0,22;24;19;13 | 22;24;19;13,7;7;7;7 | 7;7;7;7
38,201.0,221.0,422.0,1536.0,780.0,506.0,265.0,0.0,0.6571428256132174,0,3,3,0,72.0,6.0,28.0,0.0,4.0,19;23;18;12 | 19;23;18;12,7;7;7;7 | 7;7;7;7
39,191.0,256.0,447.0,1536.0,805.0,531.0,265.0,0.0,0.6388508593330643,0,3,3,0,71.0,1.0,28.0,0.0,4.0,22;22;17;10 | 22;22;17;10,7;7;7;7 | 7;7;7;7
40,201.0,242.0,443.0,1536.0,801.0,527.0,265.0,0.0,0.5739130672750501,0,3,3,0,71.0,0.0,28.0,0.0,4.0,22;22;17;10 | 22;22;17;10,7;7;7;7 | 7;7;7;7
41,181.0,243.0,424.0,1536.0,782.0,508.0,265.0,0.0,0.6016812262673381,0,3,3,0,74.0,3.0,28.0,0.0,4.0,19;24;19;12 | 19;24;19;12,7;7;7;7 | 7;7;7;7
42,214.0,277.0,491.0,1536.0,849.0,575.0,265.0,0.0,0.6552399685513525,0,3,3,0,78.0,4.0,28.0,0.0,4.0,22;24;19;13 | 22;24;19;13,7;7;7;7 | 7;7;7;7
43,226.0,285.0,511.0,1536.0,869.0,595.0,265.0,0.0,0.6552399685513525,0,3,3,0,71.0,7.0,28.0,0.0,4.0,22;21;17;11 | 22;21;17;11,7;7;7;7 | 7;7;7;7
44,148.0,181.0,329.0,1536.0,687.0,413.0,265.0,0.0,1.0,0,3,3,0,42.0,29.0,21.0,7.0,3.0,18;15;9;0 | 18;15;9;0,7;7;7;0 | 7;7;7;0
45,190.0,252.0,442.0,1536.0,800.0,526.0,265.0,0.0,1.0,0,3,3,0,61.0,19.0,28.0,7.0,4.0,18;19;15;9 | 18;19;15;9,7;7;7;7 | 7;7;7;7
46,175.0,195.0,370.0,1536.0,800.0,454.0,337.0,0.0,0.6567163929833411,0,3,3,0,49.0,12.0,21.0,7.0,3.0,20;0;18;11 | 20;0;18;11,7;0;7;7 | 7;0;7;7
47,173.0,232.0,405.0,1536.0,763.0,489.0,265.0,0.0,0.619665061536416,0,3,3,0,76.0,27.0,28.0,7.0,4.0,22;23;19;12 | 22;23;19;12,7;7;7;7 | 7;7;7;7
48,198.0,287.0,485.0,1536.0,843.0,569.0,265.0,0.0,0.6755760573441605,0,3,3,0,82.0,6.0,28.0,0.0,4.0,23;25;20;14 | 23;25;20;14,7;7;7;7 | 7;7;7;7
49,183.0,281.0,464.0,1536.0,822.0,548.0,265.0,0.0,0.6755760573441605,0,3,3,0,82.0,0.0,28.0,0.0,4.0,22;25;21;14 | 22;25;21;14,7;7;7;7 | 7;7;7;7
50,168.0,240.0,408.0,1536.0,766.0,492.0,265.0,0.0,0.6754264797292631,0,3,3,0,78.0,4.0,28.0,0.0,4.0,22;24;19;13 | 22;24;19;13,7;7;7;7 | 7;7;7;7
51,189.0,182.0,371.0,1536.0,801.0,455.0,337.0,0.0,0.6563618340589029,0,3,3,0,50.0,28.0,21.0,7.0,3.0,21;0;18;11 | 21;0;18;11,7;0;7;7 | 7;0;7;7
52,166.0,163.0,329.0,1536.0,759.0,413.0,337.0,0.0,1.0,0,3,3,0,36.0,14.0,21.0,0.0,3.0,21;0;11;4 | 21;0;11;4,7;0;7;7 | 7;0;7;7
53,199.0,185.0,384.0,1536.0,814.0,468.0,337.0,0.0,1.0,0,3,3,0,49.0,13.0,21.0,0.0,3.0,22;0;17;10 | 22;0;17;10,7;0;7;7 | 7;0;7;7
