Gain,SNR
0.0625,24.01735496520996
0.25,24.01735496520996
0.5,24.01735496520996
1.0,24.01735496520996
1.414,24.01735496520996
2.0,24.01735496520996
4.0,24.01735496520996
16.0,24.01735496520996
